section,sheet,film_kr,film_en,field,korean,english
인간 Human,HM,돈,The Money,시놉시스,"봉수는 가난한 농부로 딸의 혼례도 미룬 채 살아간다. 돈을 벌기 위해 소를 팔아 장사에 나섰지만 사기당하고, 옥경을 해치려는 억조와 몸싸움 끝에 그를 죽인다. 옥경과 영호는 누명을 쓰고 기차에 실려 가고, 봉수는 기차를 쫓으며 자백한다.","Bong-su is a farmer who has postponed his daughter's wedding due to poverty. Hoping to earn money, he sells his cow and starts a business, but is swindled. In a struggle to protect Ok-gyeong from Eok-jo’s assault, he ends up killing Eok-jo. Ok-gyeong and Young-ho are falsely accused and taken away by train, and Bong-su confesses as he chases after the train."
인간 Human,HM,돈,The Money,프로그램 노트,"1960년대 산업사회로의 진입 직전 농촌에 스며든 자본주의의 생생한 현실을 담아낸, 한국 리얼리즘 영화의 대표작으로, 국가등록문화유산에 등재되었다. 영화 마지막에 등장하는 김승호의 프리즈 클로즈업 외에도, 최은희·김진규·최남현·황정순 등 당대 연기파 배우들의 생생한 연기를 리마스터링 버전으로 감상할 수 있는 생생한 기회이다.","This film, designated as a National Registered Cultural Heritage, is a quintessential work of Korean realism that vividly portrays the rural realities on the eve of the 1960s industrial era’s capitalist influx. Beyond the iconic freeze-frame close-up of Kim Seung-ho at the film’s conclusion, the remastered version offers a vivid opportunity to witness the performances of era-defining actors such as Choi Eun-hee, Kim Jin-kyu, Choi Nam-hyeon, and Hwang Jeong-sun."
인간 Human,HM,돈,The Money,노트 작성자,프로그래머 이정진,"Jinna Lee, Programmer"
인간 Human,HM,돈,The Money,감독명,김소동,Kim So-dong
인간 Human,HM,돈,The Money,바이오,"1947년 한국 최초의 16mm 발성영화 <목단등기>로 감독 데뷔했으며, <왕자 호동과 낙랑공주>, <돈>, <아리랑>등으로 주목받았다. 1960년 한양대에 국내 최초 영화학과를 창설해 영화 교육에도 큰 공헌을 남겼다.","He made his debut with Mok-Dan Ghost Story(1947), the first Korean film shot on 16mm with synchronized sound. He later gained recognition for works such as Prince Ho-Dong and Princess Nak-Rang, The Money, and Arirang. He greatly contributed to film education by establishing Korea's first film department at Hanyang University in 1960."
인간 Human,HM,돈,The Money,영화정보,Korea | 1958 | 123min | B&W | Fiction | None Premiere,
인간 Human,HM,생명의 은인,SAVE,작품명,생명의 은인,SAVE
인간 Human,HM,생명의 은인,SAVE,시놉시스,보육원 퇴소를 앞둔 어느 날 죽을병에 걸렸다며 찾아온 나의 생명의 은인. 목숨값으로 내 전 재산 정착 지원금 500만 원을 요구한다. “당신은 진짜 나의 생명의 은인입니까? 아니면 사기꾼입니까?”,"One day, before I was about to leave the orphanage, my lifesaver came to me, saying she was terminally ill. She demanded $4,000 in settlement support, my entire fortune, in exchange for my life. “Are you really my lifesaver? Or are you a fraud?”"
인간 Human,HM,생명의 은인,SAVE,프로그램 노트,운명적 사건으로 맺어진 특별한 인연의 실타래를 풀어가며 진정한 가족의 의미를 묻고 싶다.,"Unleash the thread of a special relationship formed by a fateful event, I want to ask the meaning of family."
인간 Human,HM,생명의 은인,SAVE,노트 작성자,감독 방미리,"Bang Mi-ri, Director"
인간 Human,HM,생명의 은인,SAVE,감독명,방미리,Bang Mi-ri
인간 Human,HM,생명의 은인,SAVE,바이오,"서강대학교 신문방송학과와 한국예술종합학교 영화과 전문사를 졸업했다. 웹 예능 PD로 활동 중이며, 동시에 영화 작업을 이어가고 있다. 단편 영화 <초록을 잊은 정원에게>를 연출했다.","She graduated from Sogang University’s Department of Journalism and Broadcasting and K-ARTS Department of Film. She directed short films such as For, Rest."
인간 Human,HM,생명의 은인,SAVE,영화정보,Korea | 2025 | 113min | Color | Fiction | None Premiere,
인간 Human,HM,정글 스토리,Jungle Story,작품명,정글 스토리,Jungle Story
인간 Human,HM,정글 스토리,Jungle Story,시놉시스,"록커를 꿈꾸며 상경한 도현은 낙원상가에 취직하고 밴드 선배들과 교류하며 음악 활동을 시작한다. 매니저 지우의 도움으로 밴드를 꾸린 도현은 비닐하우스에서 연습에 매진하고, 마침내 첫 라이브 콘서트를 연다.","Coming to Seoul with the dream of becoming a rocker, Do-hyun gets a job at the Nakwon Music Arcade and begins his musical journey while interacting with senior band members. With the help of manager Ji-woo, he forms a band and devotes himself to practice in a vinyl greenhouse. Eventually, he holds his first concert."
인간 Human,HM,정글 스토리,Jungle Story,프로그램 노트,"감독은 두 번째 연출작임에도 불구하고, 손쉬운 대중영화의 클리셰를 과감히 버리고, 다큐멘터리처럼 YB의 실제 공연과 연습 장면을 따라가는 카메라 연출을 시도했다. 영화의 주무대인 과거 낙원상가의 모습과 풋풋한 윤도현을 비롯한 YB, 김창완의 연기는 90년대에 청춘을 보낸 관객에게 신선한 향수를 불러일으키며, 故 신해철의 음악은 여전히 매력적이다.","Even in his second directorial effort, the filmmaker boldly abandons the easy clichés of the band–rise narrative and opts for documentary-style camerawork that follows YB’s live performances and rehearsal sessions. The depiction of the old Nakwon Arcade and the fresh portrayals by YB members, especially Yoon Do-hyun and Kim Chang-wan evoke a novel nostalgia for viewers who came of age in the ’90s, while the late Shin Hae-chul’s music remains as innovative as ever."
인간 Human,HM,정글 스토리,Jungle Story,노트 작성자,프로그래머 이정진,"Jinna Lee, Programmer"
인간 Human,HM,정글 스토리,Jungle Story,감독명,김홍준,Kim Hong-joon
인간 Human,HM,정글 스토리,Jungle Story,바이오,"1956년 출생. 한국영상자료원장, 한국예술종합학교 영상원 명예교수다. 임권택 감독의 연출부로 시작해 <장미빛 인생>으로 감독 데뷔하였고, 청룡영화상 신인감독상을 받았다. 이후 <정글 스토리>를 연출했다.","Born in 1956. Director of the Korean Film Archive and honorary professor at the K-ARTS. Starting with director Im Kwon-taek's directing team, he made his directorial debut with Rosy Life. Rosy Life won the Best New Director Award at the 15th Blue Dragon Awards. After that, he directed Jungle Story."
인간 Human,HM,정글 스토리,Jungle Story,영화정보,Korea | 1996 | 87min | Color | Fiction | None Premiere,
인간 Human,HM,"직사각형, 삼각형","Rectangle, Triangle",작품명,"직사각형, 삼각형","Rectangle, Triangle"
인간 Human,HM,"직사각형, 삼각형","Rectangle, Triangle",시놉시스,"다 같이 사이좋고 행복해 보이기만 하는 가족 모임입니다. 이런저런 농담으로 시작한 이야기들은 점차 해묵은 갈등으로 번집니다. 다들 잘 지내보고자 풀어보고자 하는 대화들이 점점 꼬여가고 풀리기 어려워 보입니다. 겨우 평화로워진 듯한 가족은 옆집 부부와 시비가 붙으면서 금세 똘똘 뭉친 한 가족이 됩니다. 직사각형, 삼각형이 지금까지의 이야기들을 은유하듯이 카메라에 남습니다.","It seems like a harmonious and happy family gathering. The conversations, which start with various jokes, gradually turn into old conflicts. As everyone tries to resolve and improve their relationships, the discussions become more tangled and difficult to unravel. Just when the family appears to have found peace, they unite against a conflict with the neighbors, becoming a closely-knit group. “Triangles and Rectangles” are captured on camera, metaphorically representing the unfolding stories."
인간 Human,HM,"직사각형, 삼각형","Rectangle, Triangle",프로그램 노트,"2024년, 세대가 다른 네 부부가 술 마시며 수다를 하는데 현대 사회의 생각 차이와 갈등을 엿볼 수 있고, 그들의 서로 통하지 않는 대화들로 우리가 얼마나 남의 말과 생각을 듣지 못하는지 볼 수 있다. 직사각형, 삼각형으로 보는 것처럼 완전히 서로 다르게 보는 우리를 엿볼 수 있다. 그 작은 공간에서 8명의 배우들의 연기 향연을 즐길 수 있다.","In 2024, four couples from different generations are drinking and chatting, revealing the differences in thoughts and conflicts among couples in modern Korean society. Through their disjointed conversations, we can see how much we fail to listen to others' words and thoughts. It's like looking at (triangles and rectangles), seeing things completely differently. You can enjoy the performances of the eight actors in that small place."
인간 Human,HM,"직사각형, 삼각형","Rectangle, Triangle",노트 작성자,감독 이희준,"Lee Hee-jun, Director"
인간 Human,HM,"직사각형, 삼각형","Rectangle, Triangle",감독명,이희준,Lee Hee-jun
인간 Human,HM,"직사각형, 삼각형","Rectangle, Triangle",바이오,1979년 대구에서 태어나 한국예술종합학교를 졸업했다.,"Born in 1979 in Daegu, South Korea, and graduated from the K-ARTS."
인간 Human,HM,"직사각형, 삼각형","Rectangle, Triangle",영화정보,Korea | 2025 | 46min | Color | Fiction | None Premiere,
인간 Human,HM,월드 프리미어,World Premiere,작품명,월드 프리미어,World Premiere
인간 Human,HM,월드 프리미어,World Premiere,시놉시스,노정현 감독의 장편영화 <사람의 보풀>이 촬영 후 6년 만에 영화제에서 첫 상영을 앞두고 있다.,"Director Noh Jung-hyun’s feature film Fluff of a Person  is set to premiere at a film festival, 6-years after it was originally filmed."
인간 Human,HM,월드 프리미어,World Premiere,프로그램 노트,"스크린이 아니어도 월드 프리미어는 존재한다. 동료의 노트북 화면에서, 가족과 함께한 거실 TV에서, 혼자 좁은 방 한구석에서.","A world premiere doesn’t have to happen on a big screen. It might unfold on a colleague’s laptop, on a TV surrounded by family, or in the quiet solitude of a small room, with only you as its audience."
인간 Human,HM,월드 프리미어,World Premiere,노트 작성자,감독 김선빈,"Kim Seon-been, Director"
인간 Human,HM,월드 프리미어,World Premiere,감독명,김선빈,Kim Seon-been
인간 Human,HM,월드 프리미어,World Premiere,바이오,"1997년생. 단편영화 <수능을 치려면>, <소녀탐정 양수린> 등을 연출했다.","Born in 1997, they directed the short films Free-Zombie Test Day and Searching For Mom's Boyfriend."
인간 Human,HM,월드 프리미어,World Premiere,영화정보,Korea | 2025 | 34min | Color | Fiction | None Premiere,
"헬로, 트렌토! Hello, Trento!",HT,트렌티노의 파수꾼들,Border Farmers,작품명,트렌티노의 파수꾼들,Border Farmers
"헬로, 트렌토! Hello, Trento!",HT,트렌티노의 파수꾼들,Border Farmers,시놉시스,"트렌티노와 남티롤(이탈리아 북부) 사이의 행정적, 언어적 경계에 인접한 발 디 논과 발 디 피엠메의 일부 마을에서는 집약적인 단일 작물 재배지나 방치된 지역과는 차별화된 고유한 고산 지형의 특징을 보여준다. 이는 땅을 일구고, 들판을 베며, 목초지를 돌보고, 지역 낙농장에 우유를 공급하며 가축을 기르는 농부들의 노고 덕분이다.","In some villages of the Val di Non and Val di Fiemme, close to the administrative and linguistic border between Trentino and Südtirol (North Italy), the alpine landscape presents characteristics that differentiate it from those of intensive monoculture or abandonment. This is due to the work of farmers who take care of the land, cut the meadows, manage the pastures and raise the livestock, delivering the milk to local dairies."
"헬로, 트렌토! Hello, Trento!",HT,트렌티노의 파수꾼들,Border Farmers,프로그램 노트,접경 지역의 농부들은 활기차고 지속 가능한 풍경을 만들어내는 건축가다. 또한 협업을 통해 고품질의 유제품을 생산한다. 잠시 시간을 내어 그들의 이야기에 귀 기울여 보자.,"The farmers in a border region are architects of a vibrant, sustainable landscape. Through their collaboration, they bring forth high-quality dairy products. Let’s take a moment to listen to their story!"
"헬로, 트렌토! Hello, Trento!",HT,트렌티노의 파수꾼들,Border Farmers,노트 작성자,감독 미칼레 트렌티니,"Michele Trentini, Director"
